solo_id,medium_title,band_name,leader_name,track_title,line_up,instrument,recording_year,performer_new,instrument_corrected
AQAfd2IvLsih9kKuPAnWB9R3PMet4MyO_0.14.53.050385-0.14.56.066176,,Phil Woods,Phil Woods,Song for Sisyphus,"Bill Goodwin (dr), Harry Leahey (g), Mike Melillo (p), Phil Woods (as), Steve Gilmore (b)",ts,1977,Phil Woods,as
AQAfd2IvLsih9kKuPAnWB9R3PMet4MyO_0.14.58.024072-0.15.00.088780,,Phil Woods,Phil Woods,Song for Sisyphus,"Bill Goodwin (dr), Harry Leahey (g), Mike Melillo (p), Phil Woods (as), Steve Gilmore (b)",ts,1977,Phil Woods,as
AQAfd2IvLsih9kKuPAnWB9R3PMet4MyO_0.15.02.088471-0.15.05.090331,,Phil Woods,Phil Woods,Song for Sisyphus,"Bill Goodwin (dr), Harry Leahey (g), Mike Melillo (p), Phil Woods (as), Steve Gilmore (b)",ts,1977,Phil Woods,as
AQAfd2IvLsih9kKuPAnWB9R3PMet4MyO_0.15.07.048226-0.15.10.003646,,Phil Woods,Phil Woods,Song for Sisyphus,"Bill Goodwin (dr), Harry Leahey (g), Mike Melillo (p), Phil Woods (as), Steve Gilmore (b)",ts,1977,Phil Woods,as
AQAlD2cSSVSiBDCjFg_RnML0I1KOZMcX_0.01.47.092634-0.04.10.021823,,Henry Threadgill,,Ceroepic (for drums and percussion),"Christopher Hoffman (other), Elliot Humberto Kavee (other, dr), Henry Threadgill (as, fl), Jose Davila (other, tb), Liberty Ellman (g)",vln,2014,Christopher Hoffman,
AQAEmYsaSYkzXFGOfklQNcJ7Bo8uVJdz_0.00.49.053668-0.01.09.046938,Duke Ellington Small Groups Vol. 2 (1937-38),Barney Bigard And His Jazzopators,Barney Bigard,Drummer's Delight,"Barney Bigard (cl), Billy Taylor (b), Duke Ellington (p), Fred Guy (g), Harry Carney (bs), Juan Tizol (tb), Rex Stewart (cor), Sonny Greer (dr)",tb,1938,Juan Tizol,
AQAFNsmSJEsSRYoC_fgVhN_QF654nIoc_0.01.02.046167-0.01.50.027156,New Orleans Rhythm Kings ,New Orleans Rhythm Kings ,,Milenberg Joys ,"Ben Pollack (dr), Bob Gilette (bjo), Chink Martin (b), Don Murray (ts), George Brunies (tb), Glenn Scoville (ts, as), Jack Pettis (other), Jelly Roll Morton (p), Kyle Pierce (p), Leon Roppolo (cl, as), Paul Mares (cor)",tb,1923,George Brunies,
AQAFjZL0SFwS5Bn0Iw0fPEfyZUecH80b_0.02.06.050231-0.03.05.094539,Benny Goodman 1927-29,Mills Hotsy Totsy Gang,,Since You Went Away ,"Al Harris (cor), Ben Pollack (voc, dr), Benny Goodman (ss, cl, as), Bob Haring (other), Dick Morgan (bjo), Don Wilkinson (other), Elliott Jacoby (other), Gil Rodin (as, cl), Harry Goodman (b), Irving Mills (as Milton Irving) (voc, other), Irving Mills substituting either Alex Beller (p), Jack Teagarden (tb), Jimmy McPartland (cor), Larry Binyon (ts), Vic Breidis (p)",tb,1928,Jack Teagarden,
AQAFtcqk6FMU0MeP89jqVPhxKkfjLSdc_0.01.39.071047-0.01.44.053224,Miff Mole 1926-27,Red And Miff's Stompers,,Delirium ,"Alfie Evans (as), Arthur Schutt (other, p), Jimmy Dorsey (cl, as), Miff Mole (tb), Red Nichols (cor), Tony Colucci (bjo), Vic Berton (dr)",tb,1927,Miff Mole,
AQAFtcqk6FMU0MeP89jqVPhxKkfjLSdc_0.01.49.084408-0.01.52.054965,Miff Mole 1926-27,Red And Miff's Stompers,,Delirium ,"Alfie Evans (as), Arthur Schutt (other, p), Jimmy Dorsey (cl, as), Miff Mole (tb), Red Nichols (cor), Tony Colucci (bjo), Vic Berton (dr)",tb,1927,Miff Mole,
AQAFtcqk6FMU0MeP89jqVPhxKkfjLSdc_0.01.55.011183-0.01.57.027673,Miff Mole 1926-27,Red And Miff's Stompers,,Delirium ,"Alfie Evans (as), Arthur Schutt (other, p), Jimmy Dorsey (cl, as), Miff Mole (tb), Red Nichols (cor), Tony Colucci (bjo), Vic Berton (dr)",tb,1927,Miff Mole,
AQAGDl8YSWvwyCIuPeiPR7dgTT-qxxvy_0.01.28.065378-0.01.52.094185,Red Nichols 1927,Red Nichols & His Five Pennies,Red Nichols,Mean Dog Blues ,"Adrian Rollini (bs), Arthur Schutt (p), Eddie Lang (g), Jimmy Dorsey (as), Miff Mole (tb), Red Nichols (cor), Vic Berton (dr)",tb,1927,Miff Mole,
AQAGFolCOsmUJGhmE3m042_QNBeJSGRW_0.00.05.088385-0.00.35.058698,Red Nichols 1927,The Charleston Chasers,,My Gal Sal ,"Arthur Schutt (p), Dick McDonough (bjo, g), Jimmy Dorsey (cl, as), Joe Tarto (b), Miff Mole (tb), Red Nichols (cor), Vic Berton (other, dr)",tb,1927,Miff Mole,
AQAGLYqULVmWRBH2xIS7BZd14aMH_0d__0.00.29.035292-0.01.36.070603,Duke Ellington Small Groups Vol. 5 (1940-41),Rex Stewart And His Orchestra,Rex Stewart,Subtle Slough,"Ben Webster (ts), Duke Ellington (p), Harry Carney (bs, as), Jimmy Blanton (b), Lawrence Brown (tb), Rex Stewart (cor), Sonny Greer (dr)",tb,1941,Lawrence Brown,
AQAGM0oSLk0ULUHTH09wkUfDKCz-IGcC_0.01.31.000952-0.01.35.045142,Duke Ellington Small Groups Vol. 5 (1940-41),Rex Stewart And His Orchestra,Rex Stewart,Menelik (The Lion Of Judah),"Ben Webster (ts), Duke Ellington (p), Harry Carney (as, bs), Jimmy Blanton (b), Lawrence Brown (tb), Rex Stewart (cor), Sonny Greer (dr)",tb,1941,Lawrence Brown,
AQAGM0oSLk0ULUHTH09wkUfDKCz-IGcC_0.01.41.004689-0.01.54.077333,Duke Ellington Small Groups Vol. 5 (1940-41),Rex Stewart And His Orchestra,Rex Stewart,Menelik (The Lion Of Judah),"Ben Webster (ts), Duke Ellington (p), Harry Carney (as, bs), Jimmy Blanton (b), Lawrence Brown (tb), Rex Stewart (cor), Sonny Greer (dr)",tb,1941,Lawrence Brown,
AQAGM0oSLk0ULUHTH09wkUfDKCz-IGcC_0.02.00.036353-0.02.03.066222,Duke Ellington Small Groups Vol. 5 (1940-41),Rex Stewart And His Orchestra,Rex Stewart,Menelik (The Lion Of Judah),"Ben Webster (ts), Duke Ellington (p), Harry Carney (as, bs), Jimmy Blanton (b), Lawrence Brown (tb), Rex Stewart (cor), Sonny Greer (dr)",tb,1941,Lawrence Brown,
AQAGM0oSLk0ULUHTH09wkUfDKCz-IGcC_0.02.03.066222-0.02.51.054539,Duke Ellington Small Groups Vol. 5 (1940-41),Rex Stewart And His Orchestra,Rex Stewart,Menelik (The Lion Of Judah),"Ben Webster (ts), Duke Ellington (p), Harry Carney (as, bs), Jimmy Blanton (b), Lawrence Brown (tb), Rex Stewart (cor), Sonny Greer (dr)",tb,1941,Lawrence Brown,
AQAGOVLCLMkUTfjh13iP_8gv6DkupsET_0.01.21.037142-0.02.04.083047,Fletcher Henderson 1923 & 24,Fletcher Henderson And His Orchestra,Fletcher Henderson,Muscle Shoals Blues ,"Charlie Dixon (bjo), Coleman Hawkins (ts, bs), Don Redman (other, as, cl), Elmer Chambers (cor), Fletcher Henderson (other, p), Howard Scott (cor), Kaiser Marshall (d) unknown (other), Lonnie Brown (ts), Ralph Escudero (b), Teddy Nixon (tb)",tb,1924,Teddy Nixon,
