












"Nick LaRocca (c), Eddie Edwards (tb), Larry Shields (cl), Henry Ragas (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Emile Christian (tb), Larry Shields (cl), Billy Jones (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Eddie Edwards (tb), Larry Shields (cl), Benny Krueger (as), J. Russell Robinson (p), Tony Sbarbaro (d)."
"Nick LaRocca (c), Eddie Edwards (tb), Larry Shields (cl), Benny Krueger (as), J. Russell Robinson (p), Tony Sbarbaro (d)."



"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil Armstrong (p), Bud Scott (bj), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Lil`Armstrong (p), Arthur 'Bud' Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Lil`Armstrong (p), Arthur 'Bud' Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Lil`Armstrong (p), Arthur 'Bud' Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Lil`Armstrong (p), Arthur 'Bud' Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil` Armstrong (p), Arthur 'Bud'  Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil` Armstrong (p), Arthur 'Bud'  Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Lil` Armstrong (p), Arthur 'Bud'  Scott (bj, shouting), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Paul 'Stump' Evans (Cm), Lillian Hardin (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Paul 'Stump' Evans (Cm), Lillian Hardin (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Paul 'Stump' Evans (Cm), Lillian Hardin (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Paul 'Stump' Evans (Cm), Lillian Hardin (p), Johnny St. Cyr (bj), Baby Dodds (d)."



"Joe 'King' Oliver , Louis Armstrong (c), ?Eddie Atkins (tb), Jimmie Noone (cl), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver , Louis Armstrong (c), ?Eddie Atkins (tb), Jimmie Noone (cl), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), ?Eddie Atkins (tb), Buster Bailey (cl), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), ?Eddie Atkins (tb), Buster Bailey (cl), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver (c), Louis Armstrong (c, sw), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lil`Armstrong (p), Johnny St. Cyr (bj), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver, Louis Armstrong (c), Honoré Dutrey (tb), Johnny Dodds (cl), Charlie Jackson (bsx), Lillian Hardin (p), Baby Dodds (d)."
"Joe 'King' Oliver (c), Jelly Roll Morton (p)."
"Joe 'King' Oliver (c), Jelly Roll Morton (p)."
"Butterbeans (Jodie Edwards), Susie (Edwards) (v), Joe 'King' Oliver (c), Clarence Williams (p)."
"Butterbeans (Jodie Edwards), Susie (Edwards) (v), Joe 'King' Oliver (c), Clarence Williams (p)."


"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Elmer Schoebel (p, a, dir): Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Jack Pettis (Cm, ts), Lou Black (bj), Steve Brown (sb), Frank Snyder (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl), Mel Stitzel (p), Ben Pollack (d)."



"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), George Brunies (tb), Leon Roppolo (cl, as), Jack Pettis (Cm), Glenn Scoville (as, ts), Don Murray (ts), Jelly Roll Morton or Kyle Pierce (p), Bob Gilette (bj), Chink Martin (bb), Ben Pollack (d)."
"Paul Mares (c), Santo Pecora (tb), Leon Roppolo (cl), Charlie Cordella (ts), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Leon Roppolo (cl), Charlie Cordella (ts), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Leon Roppolo (cl), Charlie Cordella (ts), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Leon Roppolo (cl), Charlie Cordella (ts), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."
"Paul Mares (c), Santo Pecora (tb), Glyn Lea 'Red' Long (p), Bill Eastwood (bj), Chink Martin (bb), Leon Adde (d)."



"Johnny De Droit (c), Russ Papalia (tb), Henry Raymond (cl), Rudy Levy (as), Frank Cuny (p), George Potter (bj), Paul De Droit (d)."
"Johnny De Droit (c), Russ Papalia (tb), Henry Raymond (cl), Rudy Levy (as), Frank Cuny (p), George Potter (bj), Paul De Droit (d)."
"Johnny De Droit (c), Russ Papalia (tb), Henry Raymond (cl), Rudy Levy (as), Frank Cuny (p), George Potter (bj), Paul De Droit (d)."
"Johnny De Droit (c), Russ Papalia (tb), Henry Raymond (cl), Rudy Levy (as), Frank Cuny (p), George Potter (bj), Paul De Droit (d)."
"Johnny De Droit (c), Russ Papalia (tb), Henry Raymond (cl), Rudy Levy (as), Frank Cuny (p), George Potter (bj), Paul De Droit (d)."
"Johnny De Droit (c), Russ Papalia (tb), Henry Raymond (cl), Rudy Levy (as), Frank Cuny (p), George Potter (bj), Paul De Droit (d)."
"Fate Marable (p, dir): Sidney Desvignes, Amos White (t), Harvey Lankford (tb), Norman Mason, Bert Bailey (cl, as), Walter 'Foots' Thomas (ts, bar), Willie Foster (bj, g), Henry Kimball (bb), Zutty Singleton (d)."
"Fate Marable (p, dir): Sidney Desvignes, Amos White (t), Harvey Lankford (tb), Norman Mason, Bert Bailey (cl, as), Walter 'Foots' Thomas (ts, bar), Willie Foster (bj, g), Henry Kimball (bb), Zutty Singleton (d)."
"Sterling Bose (c), Avery Loposer (tb), Cliff Holman (cl, as), Eddie Powers (ts), Johnny Riddick (p), Slim Hall (bj), Felix Guarino (d)."
"Sterling Bose (c), Avery Loposer (tb), Cliff Holman (cl, as), Eddie Powers (ts), Johnny Riddick (p), Slim Hall (bj), Felix Guarino (d)."
"Johnny Bayersdorffer (c, dir): Tom Brown (tb), Charlie Scaglioni (cl), Johnny Miller (p), Steve Loyacano (bj), Leo Adde (d)."
"Johnny Bayersdorffer (c, dir): Tom Brown (tb), Charlie Scaglioni (cl), Johnny Miller (p), Steve Loyacano (bj), Leo Adde (d)."
"Albert Brunies (c, dir), Joe Loyacano (tb), Leon Roppolo (cl, as), Charlie Cordella (cl, ts), Mickie Marcour (p), Bill Eastwood (bj), Leo Adde (d)."
"Albert Brunies (c, dir), Joe Loyacano (tb), Leon Roppolo (cl, as), Charlie Cordella (cl, ts), Mickie Marcour (p), Bill Eastwood (bj), Leo Adde (d)."
"John Tobin (bj, dir): Harry Doring (c), Jac Assunto (tb), Norvelle Makofsky (ss, as), Elbridge Westerfield (ss, ts, bar), Adrian J. Larroque (p), Benny Pottle (bb)."
"Tony Parenti (cl, as, bar, dir): Henry Knecht (c), Charles Herman (tb), Tony Papalia (ts), Vic Lubowski (p), Mike Holloway (bj), Mario Finazzo (bb), George Triay (d)."
"Tony Parenti (cl, as, bar, dir): Henry Knecht (c), Charles Herman (tb), Tony Papalia (ts), Vic Lubowski (p), Mike Holloway (bj), Mario Finazzo (bb), George Triay (d)."
"Norman Brownlee (p, dir): Sharkey Bonano (c), Tom Brown (tb), Harry Shields (cl, bsx), Hal Jordy (as), Howard Martin (ts), Behran French (bj), Alonzo Crumby (d)."
"Oscar 'Papa' Celestin (c, dir): Kid Shots Madison (c), William Ridgley (tb), Willard Thoumy (cl, as), unknown (ts), Manuel Manetta (p), John Marrero (bj), Simon Marrero (sb), Abby 'Chinee' Foster (d, sw)."
"Oscar 'Papa' Celestin (c, dir): Kid Shots Madison (c), William Ridgley (tb), Willard Thoumy (cl, as), unknown (ts), Manuel Manetta (p), John Marrero (bj), Simon Marrero (sb), Abby 'Chinee' Foster (d, sw)."
"Oscar 'Papa' Celestin (c, dir): Kid Shots Madison (c), William Ridgley (tb), Willard Thoumy (cl, as), unknown (ts), Manuel Manetta (p), John Marrero (bj), Simon Marrero (sb), Abby 'Chinee' Foster (d, sw)."
"Tony Parenti (cl, as, bar, dir): Henry Knecht, Albert Brunies (c), Charles Herman (tb), Tony Papalia (ts), Vic Lubowski (p), Mike Holloway (bj), Mario Finazzo (bb), George Triay (d)."
"Tony Parenti (cl, as, bar, dir): Henry Knecht, Albert Brunies (c), Charles Herman (tb), Tony Papalia (ts), Vic Lubowski (p), Mike Holloway (bj), Mario Finazzo (bb), George Triay (d)."



"Tommy Ladnier or Bernie Young (c), Roy Palmer (tb), Wilson Townes (cl), Charles Harris (as), Jelly Roll Morton (p), Jasper Taylor (woodblocks)."
"Tommy Ladnier or Bernie Young (c), Roy Palmer (tb), Wilson Townes (cl), Charles Harris (as), Jelly Roll Morton (p), Jasper Taylor (woodblocks)."
"Tommy Ladnier or Bernie Young (c), Roy Palmer (tb), Wilson Townes (cl), Charles Harris (as), Jelly Roll Morton (p), Jasper Taylor (woodblocks)."
"Natty Dominique (c), Zue Robertson (tb), Horace Eubanks (cl), Jelly Roll Morton (p), Buddy Burton (d)."
"Natty Dominique (c), Zue Robertson (tb), Horace Eubanks (cl), Jelly Roll Morton (p), Buddy Burton (d)."
"Memphis (comb), Jack Russell (k), Boyd Senter (cl), Jelly Roll Morton (p)."
"Memphis (comb), Jack Russell,  Russell Senter (k), Boyd Senter (k, bj). (no JRM!!)"
"Lee Collins (c), Roy Palmer (tb), 'Balls' Ball (cl), Alex Poole (as), Jelly Roll Morton (p)."
"Lee Collins (c), Roy Palmer (tb), 'Balls' Ball (cl), Alex Poole (as), Jelly Roll Morton (p)."
"Lee Collins (c), Roy Palmer (tb), 'Balls' Ball (cl), Alex Poole (as), Jelly Roll Morton (p)."
"Lee Collins (c), Roy Palmer (tb), 'Balls' Ball (cl), Alex Poole (as), Jelly Roll Morton (p)."
"Voltaire de Faut (cl), Buddy Burton (k), Jelly Roll Morton (p)."
"Voltaire de Faut (cl), Jelly Roll Morton (p)."
"Ray Bowling, unknown (t), unknown (tb), (as), (ts), Jelly Roll Morton (p), Clay Jefferson (d)."
"Jelly Roll Morton (p, dir): unknown (c), (tb), (cl, as, ts), (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl), Jelly-Roll Morton (p, a), Johnny St. Cyr (bj), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl), Jelly-Roll Morton (p, a), Johnny St. Cyr (bj), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl), Jelly-Roll Morton (p, a), Johnny St. Cyr (bj), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl), Jelly-Roll Morton (p, a), Johnny St. Cyr (bj), John Lindsay (sb), Andrew Hilaire (d)."
"Jelly Roll Morton (p, a, speech), Johnny St. Cyr (bj, speech), John Lindsay (sb), Andrew Hilaire (d), Marty Bloom (effects)."
"Jelly Roll Morton (p, a, speech), Johnny St. Cyr (bj, speech), John Lindsay (sb), Andrew Hilaire (d), Marty Bloom (effects)."
"Jelly Roll Morton (p, a, speech), Johnny St. Cyr (bj, speech), John Lindsay (sb), Andrew Hilaire (d), Marty Bloom (effects)."
"Jelly Roll Morton (p, a, speech), Johnny St. Cyr (bj, speech), John Lindsay (sb), Andrew Hilaire (d), Marty Bloom (effects)."
"Jelly Roll Morton (p, a, speech), Johnny St. Cyr (bj, speech), John Lindsay (sb), Andrew Hilaire (d), Marty Bloom (effects)."



"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl, bcl), J. Wright Smith, Clarence Black (vn), Jelly-Roll Morton (p, a, v), Johnny St. Cyr (g), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl, bcl), J. Wright Smith, Clarence Black (vn), Jelly-Roll Morton (p, a, v), Johnny St. Cyr (g), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl, bcl), Jelly-Roll Morton (p, a, v), Johnny St. Cyr (g), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl, bcl), Jelly-Roll Morton (p, a, v), Johnny St. Cyr (g), John Lindsay (sb), Andrew Hilaire (d)."
"George Mitchell (c), Kid Ory (tb), Omer Simeon (cl, bcl), Jelly-Roll Morton (p, a, v), Johnny St. Cyr (g), John Lindsay (sb), Andrew Hilaire (d)."
