Track,CD,Boxnumber,Title,Composer,Artist,Aufnahmeort,Aufnahmedatum,Besetzung,
,,,,,,,,,
,,,,,,,,,
Jazz Roads – Classic Jazz – 232093,,,,,,,,,
,,,,,,,,,
9,81,232096,What's New,(Haggart-Burke),Stan Getz Quartet,New York,06/01/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d), Junior Perker (v).",
10,81,232096,You Stepped Out Of A Dream,(Kahn-Brown),Stan Getz Quartet,New York,14/04/1950,"Stan Getz (ts), Tony Aless (p), Percy Heath (sb), Don Lamond (d).",
11,81,232096,My Old Flame,(Johnston-Coslow),Stan Getz Quartet,New York,14/04/1950,"Stan Getz (ts), Tony Aless (p), Percy Heath (sb), Don Lamond (d).",
12,81,232096,My Old Flame,(Johnston-Coslow),Stan Getz Quartet,New York,14/04/1950,"Stan Getz (ts), Tony Aless (p), Percy Heath (sb), Don Lamond (d).",
13,81,232096,The Lady In Red,(Dixon-Wrubel),Stan Getz Quartet,New York,14/04/1950,"Stan Getz (ts), Tony Aless (p), Percy Heath (sb), Don Lamond (d).",
14,81,232096,The Lady In Red,(Dixon-Wrubel),Stan Getz Quartet,New York,14/04/1950,"Stan Getz (ts), Tony Aless (p), Percy Heath (sb), Don Lamond (d).",
15,81,232096,Wrap Your Troubles In Dreams,(Barris-Koehler-Moll) ,Stan Getz Quartet,New York,14/04/1950,"Stan Getz (ts), Tony Aless (p), Percy Heath (sb), Don Lamond (d).",
16,81,232096,On The Alamo,(Jones-Kahn) ,Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
17,81,232096,On The Alamo,(Jones-Kahn) ,Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
18,81,232096,Gone With The Wind,(Magidson-Wrubel),Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
19,81,232096,Yesterdays,(Kern-Harbach),Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
20,81,232096,Sweetie Pie,(Getz),Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
21,81,232096,You Go To My Head,(Coots-Gillespie),Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
22,81,232096,Hershey Bar,(Getz) ,Stan Getz Quartet,New York,17/05/1950,"Stan Getz (ts), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
,,,,,,,,,
,,,,,,,,,
CD 82,,,White Bebop Boys Vol. 6 (1949-50) Terry Gibbs - Al Cohn – Zoot Sims - George Wallington - Stan Getz ,,,,,,
1,82,232096,"Michelle, Part 1",(Rogers-Gibbs),Terry Gibbs New Jazz Pirates,New York,14/03/1949,"Shorty Rogers (t, a), Earl Swope (tb), Stan Getz (ts), Terry Gibbs (vib), George Wallington (p), Curley Russell (sb), Shadow Wilson (d).",
2,82,232096,"Michelle, Part 2",(Rogers-Gibbs),Terry Gibbs New Jazz Pirates,New York,14/03/1949,"Shorty Rogers (t, a), Earl Swope (tb), Stan Getz (ts), Terry Gibbs (vib), George Wallington (p), Curley Russell (sb), Shadow Wilson (d).",
3,82,232096,Michelle,(Rogers-Gibbs),Terry Gibbs New Jazz Pirates,New York,14/03/1949,"Shorty Rogers (t, a), Earl Swope (tb), Stan Getz (ts), Terry Gibbs (vib), George Wallington (p), Curley Russell (sb), Shadow Wilson (d).",
4,82,232096,T & S,(Rogers-Gibbs),Terry Gibbs New Jazz Pirates,New York,14/03/1949,"Shorty Rogers (t, a), Earl Swope (tb), Stan Getz (ts), Terry Gibbs (vib), George Wallington (p), Curley Russell (sb), Shadow Wilson (d).",
5,82,232096,Terry's Tune,(Rogers-Gibbs),Terry Gibbs New Jazz Pirates,New York,14/03/1949,"Shorty Rogers (t, a), Earl Swope (tb), Stan Getz (ts), Terry Gibbs (vib), George Wallington (p), Curley Russell (sb), Shadow Wilson (d).",
6,82,232096,Cuddles (Speedway),(Gibbs),Terry Gibbs New Jazz Pirates,New York,14/03/1949,"Shorty Rogers (t, a), Earl Swope (tb), Stan Getz (ts), Terry Gibbs (vib), George Wallington (p), Curley Russell (sb), Shadow Wilson (d).",
7,82,232096,Groovin' With Gus,(Cohn),Al Cohn Quartet,New York,27/07/1949,"Al Cohn (ts), George Wallington (p), Tommy Potter (sb), Tiny Kahn (d).",
8,82,232096,Groovin' With Gus,(Cohn),Al Cohn Quartet,New York,27/07/1949,"Al Cohn (ts), George Wallington (p), Tommy Potter (sb), Tiny Kahn (d).",
9,82,232096,Infinity,(Cohn),Al Cohn Quartet,New York,27/07/1949,"Al Cohn (ts), George Wallington (p), Tommy Potter (sb), Tiny Kahn (d).",
10,82,232096,Infinity,(Cohn),Al Cohn Quartet,New York,27/07/1949,"Al Cohn (ts), George Wallington (p), Tommy Potter (sb), Tiny Kahn (d).",
11,82,232096,How Long Has This Been Going On,(Gershwin-Gershwin) ,Al Cohn Quartet,New York,27/07/1949,"Al Cohn (ts), George Wallington (p), Tommy Potter (sb), Tiny Kahn (d).",
12,82,232096,Let's Get Away From It All,(Adair-Dennis),Al Cohn Quartet,New York,27/07/1949,"Al Cohn (ts), George Wallington (p), Tommy Potter (sb), Tiny Kahn (d).",
13,82,232096,My Silent Love,(Suesse),Zoot Sims Quartet,New York,16/09/1949,"Zoot Sims (ts), John Lewis (p), Curly Russell (sb), Don Lamond (d).",
14,82,232096,Jane-O,(Sims),Zoot Sims Quartet,New York,16/09/1949,"Zoot Sims (ts), John Lewis (p), Curly Russell (sb), Don Lamond (d).",
15,82,232096,Dancing In The Dark,(Dietz-Schwart),Zoot Sims Quartet,New York,16/09/1949,"Zoot Sims (ts), John Lewis (p), Curly Russell (sb), Don Lamond (d).",
16,82,232096,Memories Of You,(Blake),Zoot Sims Quartet,New York,16/09/1949,"Zoot Sims (ts), John Lewis (p), Curly Russell (sb), Don Lamond (d).",
17,82,232096,Tootsie Roll,(Getz),Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
18,82,232096,Strike Up The Band,(Gershwin),Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
19,82,232096,Imagination,(Burke-Van Heusen) ,Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
20,82,232096,For Stompers Only,(Getz),Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
21,82,232096,Navy Blue,(Getz),Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
22,82,232096,Out Of Nowhere,(Green-Heyman),Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
23,82,232096,S Wonderful,(Gershwin),Stan Getz Quartet,New York,10/12/1950,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
,,,,,,,,,
,,,,,,,,,
CD 83,,,White Bebop Boys Vol. 7 (1951) Stan Getz – Kai Winding – Zoot Sims,,,,,,
1,83,232096,Penny,(Silver),Stan Getz Quartet,New York,23/01/1951,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
2,83,232096,Split Kick,(Silver) ,Stan Getz Quartet,New York,23/01/1951,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
3,83,232096,It Might As Well Be Spring,(Rodgers-Hammerstein) ,Stan Getz Quartet,New York,23/01/1951,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
4,83,232096,The Best Thing For You,(Berlin),Stan Getz Quartet,New York,23/01/1951,"Stan Getz (ts), Horace Silver (p), Joe Calloway (sb), Walter Bolden (d).",
5,83,232096,Deep Purple,(DeRose-Parish),Kai Winding's Band,New York,27/04/1951,"Kai Winding (tb), Warne Marsh (ts), Billy Taylor (p), Jack Lesberg (sb), Charlie Perry (d), Melvin Moore (v).",
6,83,232096,I'm Shooting High,(McHugh-Koehler),Kai Winding's Band,New York,27/04/1951,"Kai Winding (tb), Warne Marsh (ts), Billy Taylor (p), Jack Lesberg (sb), Charlie Perry (d), Melvin Moore (v).",
7,83,232096,You're Blasé,(Hamilton-Silver),Kai Winding's Band,New York,27/04/1951,"Kai Winding (tb), Warne Marsh (ts), Billy Taylor (p), Jack Lesberg (sb), Charlie Perry (d), Melvin Moore (v).",
8,83,232096,Moonshower,(Talbert),Kai Winding's Band,New York,27/04/1951,"Kai Winding (tb), Warne Marsh (ts), Billy Taylor (p), Jack Lesberg (sb), Charlie Perry (d), Melvin Moore (v).",
9,83,232096,Honey,(Whiting-Simons-Gillespie),Kai Winding Quintet,New York,31/05/1951,"Kai Winding (tb), Brew Moore (ts), Lou Stein (p), Jack Lesberg (sb), Don Lamond (d).",
10,83,232096,Someone To Watch Over Me,(Gershwin-Gershwin),Kai Winding Quintet,New York,31/05/1951,"Kai Winding (tb), Brew Moore (ts), Lou Stein (p), Jack Lesberg (sb), Don Lamond (d).",
11,83,232096,Cheek To Cheek,(Berlin),Kai Winding Quintet,New York,31/05/1951,"Kai Winding (tb), Brew Moore (ts), Lou Stein (p), Jack Lesberg (sb), Don Lamond (d).",
12,83,232096,Harlem Buffet,(Winding),Kai Winding Quintet,New York,31/05/1951,"Kai Winding (tb), Brew Moore (ts), Lou Stein (p), Jack Lesberg (sb), Don Lamond (d).",
13,83,232096,Broadway,(Wood-McRay-Bird),Flip Phillips Quintet,Los Angeles,09/08/1951,"Bill Harris (tb), Flip Phillips (ts), Lou Levy (p), Jimmy Woode (sb, v), Joe McDonald (d).",
14,83,232096,Wrap Your Troubles In Dreams,(Barris-Koehler-Moll),Flip Phillips Quintet,Los Angeles,09/08/1951,"Bill Harris (tb), Flip Phillips (ts), Lou Levy (p), Jimmy Woode (sb, v), Joe McDonald (d).",
15,83,232096,Apple Honey,(Herman),Flip Phillips Quintet,Los Angeles,09/08/1951,"Bill Harris (tb), Flip Phillips (ts), Lou Levy (p), Jimmy Woode (sb, v), Joe McDonald (d).",
16,83,232096,Long Island Boogie,(Phillips),Flip Phillips Quintet,Los Angeles,09/08/1951,"Bill Harris (tb), Flip Phillips (ts), Lou Levy (p), Jimmy Woode (sb, v), Joe McDonald (d).",
17,83,232096,Stardust,(Carmichael-Parish),Flip Phillips Quintet,Los Angeles,09/08/1951,"Bill Harris (tb), Flip Phillips (ts), Lou Levy (p), Jimmy Woode (sb, v), Joe McDonald (d).",
18,83,232096,Trotting,(Sims),Zoot Sims Quartet,New York,14/08/1951,"Zoot Sims (ts), Harry Biss (p), Clyde Lombardi (sb), Art Blakey (d).",
19,83,232096,It Had To Be You,(Kahn-Jones),Zoot Sims Quartet,New York,14/08/1951,"Zoot Sims (ts), Harry Biss (p), Clyde Lombardi (sb), Art Blakey (d).",
20,83,232096,Zoot Swings The Blues,(Sims),Zoot Sims Quartet,New York,14/08/1951,"Zoot Sims (ts), Harry Biss (p), Clyde Lombardi (sb), Art Blakey (d).",
21,83,232096,Swingin',(Sims),Zoot Sims Quartet,New York,14/08/1951,"Zoot Sims (ts), Harry Biss (p), Clyde Lombardi (sb), Art Blakey (d).",
22,83,232096,East Of The Sun,(Bowman),Zoot Sims Quartet,New York,14/08/1951,"Zoot Sims (ts), Harry Biss (p), Clyde Lombardi (sb), Art Blakey (d).",
23,83,232096,I Wonder Who,(Sims),Zoot Sims Quartet,New York,14/08/1951,"Zoot Sims (ts), Harry Biss (p), Clyde Lombardi (sb), Art Blakey (d).",
,,,,,,,,,
,,,,,,,,,
CD 84,,,White Bebop Boys Vol. 8 (1951-52),,,,,,
1,84,232096,Melody Express,(Gryce),Stan Getz Quartet,New York,15/08/1951,"Stan Getz (ts), Horace Silver (p), Jimmy Raney (g), Leonard Gaskin (sb), Roy Haynes (d).",
2,84,232096,Yvette,(Gryce),Stan Getz Quartet,New York,15/08/1951,"Stan Getz (ts), Horace Silver (p), Jimmy Raney (g), Leonard Gaskin (sb), Roy Haynes (d).",
3,84,232096,Potter's Luck,(Silver),Stan Getz Quartet,New York,15/08/1951,"Stan Getz (ts), Horace Silver (p), Jimmy Raney (g), Leonard Gaskin (sb), Roy Haynes (d).",
4,84,232096,The Song Is You,(Kern-Hammerstein),Stan Getz Quartet,New York,15/08/1951,"Stan Getz (ts), Horace Silver (p), Jimmy Raney (g), Leonard Gaskin (sb), Roy Haynes (d).",
5,84,232096,Wildwood,(Gryce),Stan Getz Quartet,New York,15/08/1951,"Stan Getz (ts), Horace Silver (p), Jimmy Raney (g), Leonard Gaskin (sb), Roy Haynes (d).",
6,84,232096,Twins,(Wallington),Stan Getz Quartet,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
7,84,232096,Polka Dot,(Wallington),George Wallinton,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
8,84,232096,I'll Remember April,(Raye-DePaul),George Wallinton,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
9,84,232096,High Score,(Wallington),George Wallinton,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
10,84,232096,Hyacinth,(Wallington),George Wallinton,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
11,84,232096,Joy Bell,(Wallington),George Wallinton,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
12,84,232096,I Didn't Know What Time It Was,(Rodgers-Hart),George Wallinton,New York,21/11/1951,"George Wallington (p), Curley Russell (sb), Max Roach (d).",
13,84,232096,Brown Gold,(Pepper),George Wallinton,Los Angeles,04/03/1952,"Art Pepper (as), Hampton Hawes (p), Joe Mondragon (sb), Larry Bunker (d).",
14,84,232096,These Foolish Things,(Link-Maschwitz-Strachey),Art Pepper,Los Angeles,04/03/1952,"Art Pepper (as), Hampton Hawes (p), Joe Mondragon (sb), Larry Bunker (d).",
15,84,232096,Surf Ride,(Pepper),Art Pepper,Los Angeles,04/03/1952,"Art Pepper (as), Hampton Hawes (p), Joe Mondragon (sb), Larry Bunker (d).",
16,84,232096,Holiday Flight,(Pepper),Art Pepper,Los Angeles,04/03/1952,"Art Pepper (as), Hampton Hawes (p), Joe Mondragon (sb), Larry Bunker (d).",
17,84,232096,Tangerine,(Schertzinger-Mercer),Art Pepper,New York,08/09/1952,"Kai Winding (tb), Zoot Sims, Al Cohn (ts), George Wallington (p), Percy Heath (sb), Art Blakey (d).",
18,84,232096,Zootcase,(Sims),Zoot Sims Sextet,New York,08/09/1952,"Kai Winding (tb), Zoot Sims, Al Cohn (ts), George Wallington (p), Percy Heath (sb), Art Blakey (d).",
19,84,232096,The Red Door,(Sims),Zoot Sims Sextet,New York,08/09/1952,"Kai Winding (tb), Zoot Sims, Al Cohn (ts), George Wallington (p), Percy Heath (sb), Art Blakey (d).",
20,84,232096,Morning Fun,(Sims-Cohn),Zoot Sims Sextet,New York,08/09/1952,"Kai Winding (tb), Zoot Sims, Al Cohn (ts), George Wallington (p), Percy Heath (sb), Art Blakey (d).",
21,84,232096,Chili Pepper,(Pepper),Zoot Sims Sextet,Los Angeles,08/10/1952,"Art Pepper (as), Russ Freeman (p), Bob Whitlock (sb), Bobby White (d).",
22,84,232096,Suzy The Poodle,(Pepper),Art Pepper Quartet,Los Angeles,08/10/1952,"Art Pepper (as), Russ Freeman (p), Bob Whitlock (sb), Bobby White (d).",
23,84,232096,Everything Happens To Me,(Adair-Dennis) ,Art Pepper Quartet,Los Angeles,08/10/1952,"Art Pepper (as), Russ Freeman (p), Bob Whitlock (sb), Bobby White (d).",
24,84,232096,Tickle Toe,(Young),Art Pepper Quartet,Los Angeles,08/10/1952,"Art Pepper (as), Russ Freeman (p), Bob Whitlock (sb), Bobby White (d).",
,,,,,,,,,
,,,,,,,,,
CD 85,,,Dodo Marmarosa (1943-50),,,,,,
1,85,232096,The Moose,(Burns) ,Charlie Barnet And His Orchestra,New York,21/10/1943,"Charlie Barnet (ss, as, ts, dir): Al Killian, Peanuts Holland, Jimmy Pupa, Lyman Vunk (t), Eddie Bert, Ed Fromm, Spud Murphy, Bob Swift (tb), Buddy DeFranco (cl, as), Ray De Geer (as), Kurt Bloom, Mike Goldberg (ts), Dodo Marmarosa (p), Turk Van Lake (g), Russ Wagner (sb), Harold Hahn (d), Ralph Burns (a).",
2,85,232096,Skyliner,(Barnet),Charlie Barnet And His Orchestra,Los Angeles,03/08/1944,"Charlie Barnet (as, ss, ts, dir): Peanuts Holland, John Martel, Jack Mootz, Lyman Vunk (t), Charles Coolidge, Gerald Foster, Dave Hallet, Burt Johnson (tb), Hal Herzone, Joe Meissner (as), Kurt Bloom, Ed Pripps (ts), Bob Poland (bar), Dodo Marmarosa (p), Barney Kessel (g), Howard Rumsey (sp). Harold Hahn (d), Billy Moore (a).",
3,85,232096,Mellow Mood,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,11/01/1946,"Dodo Marmarosa (p), Ray Brown (sb), Jackie Mills (d).",
4,85,232096,Dodo's Blues,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,11/01/1946,"Dodo Marmarosa (p), Ray Brown (sb), Jackie Mills (d).",
5,85,232096,How High The Moon,(Hamilton-Lewis),Dodo Marmarosa Trio,Los Angeles,11/01/1946,"Lucky Thompson (ts), Dodo Marmarosa (p), Ray Brown (sb), Jackie Mills (d).",
6,85,232096,I Surrender Dear,(Clifford-Barris),Dodo Marmarosa Trio,Los Angeles,11/01/1946,"Lucky Thompson (ts), Dodo Marmarosa (p), Ray Brown (sb), Jackie Mills (d).",
7,85,232096,Raindrops,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,prob. late 1946,"Dodo Marmarosa (p, v), Barney Kessel (g), Gene Englund (sb).",
8,85,232096,I've Got News For You,(Easton),Dodo Marmarosa Trio,Los Angeles,prob. late 1946,"Dodo Marmarosa (p, v), Barney Kessel (g), Gene Englund (sb).",
9,85,232096,Just One More Chance,(Coslow-Johnson),Lucky Thompson And His Lucky Seven,Hollywood,22/04/1947,"Neal Hefti (t), Benny Carter (as), Lucky Thompson (ts), Bob Lawson (bar), Dodo Marmarosa (p), Barney Kessel (g), Red Callender (sb), Lee Young (d).",
10,85,232096,From Dixieland To Bop,(Feather),Lucky Thompson And His Lucky Seven,Hollywood,22/04/1947,"Neal Hefti (t), Benny Carter (as), Lucky Thompson (ts), Bob Lawson (bar), Dodo Marmarosa (p), Barney Kessel (g), Red Callender (sb), Lee Young (d).",
11,85,232096,Boulevard Bounce,(Carter),Lucky Thompson And His Lucky Seven,Hollywood,22/04/1947,"Neal Hefti (t), Benny Carter (as), Lucky Thompson (ts), Bob Lawson (bar), Dodo Marmarosa (p), Barney Kessel (g), Red Callender (sb), Lee Young (d).",
12,85,232096,Boppin' The Blues,(Feather),Lucky Thompson And His Lucky Seven,Hollywood,22/04/1947,"Neal Hefti (t), Benny Carter (as), Lucky Thompson (ts), Bob Lawson (bar), Dodo Marmarosa (p), Barney Kessel (g), Red Callender (sb), Lee Young (d).",
13,85,232096,Bopmatism,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,03/12/1947,"Dodo Marmarosa (p), Harry Babasin (sb, cello -1), Jackie Mills (d).",
14,85,232096,Dodo's Dance ,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,03/12/1947,"Dodo Marmarosa (p), Harry Babasin (sb, cello -1), Jackie Mills (d).",
15,85,232096,Trade Winds  ,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,03/12/1947,"Dodo Marmarosa (p), Harry Babasin (sb, cello -1), Jackie Mills (d).",
16,85,232096,Dary Departs ,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,03/12/1947,"Dodo Marmarosa (p), Harry Babasin (sb, cello -1), Jackie Mills (d).",
17,85,232096,Cosmo Street (Lover) ,(Marmarosa),Dodo Marmarosa Trio,Los Angeles,03/12/1947,"Dodo Marmarosa (p), Harry Babasin (sb, cello -1), Jackie Mills (d).",
18,85,232096,My Foolish Heart,(Young-Washington),Dodo Marmarosa Trio,Pittsburg,21/07/1950,"Dodo Marmarosa (p), Thomas Mandrus (sb), Joe Wallace (d).",
19,85,232096,Blue Room,(Rodgers-Hart),Dodo Marmarosa Trio,Pittsburg,21/07/1950,"Dodo Marmarosa (p), Thomas Mandrus (sb), Joe Wallace (d).",
20,85,232096,Why Was I Born,(Hammerstein-Kern),Dodo Marmarosa Trio,Pittsburg,21/07/1950,"Dodo Marmarosa (p), Thomas Mandrus (sb), Joe Wallace (d).",
21,85,232096,The Night Was Young,(Kahal),Dodo Marmarosa Trio,Pittsburg,21/07/1950,"Dodo Marmarosa (p), Thomas Mandrus (sb), Joe Wallace (d).",
,,,,,,,,,
,,,,,,,,,
CD 86,,,Charlie Parker Live Vol. 1 (1950),,,,,,
1,86,232096,I Didn't Know What Time It Was,(Rodgers-Hart)  ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
2,86,232096,Ornithology,(Parker-Harris),Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
3,86,232096,Embraceable You,(Gershwin-Gershwin) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
4,86,232096,Visa,(Parker) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
5,86,232096,I Cover The Waterfront,(Heyman-Green) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
6,86,232096,Scrapple From The Apple,(Parker) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
7,86,232096,Star Eyes / 52nd Street Theme,(Andrew-Speaks/Monk),Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
8,86,232096,Confirmation,(Parker),Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
9,86,232096,Out Of Nowhere,(Heyman-Green),Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
10,86,232096,Hot House,(Dameron) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
11,86,232096,What's New?,(Burke-Haggart) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
12,86,232096,Now's The Time,(Parker) ,Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
13,86,232096,Smoke Gets In You Eyes / 52nd Street Theme,(Harbach-Kern/Monk),Charlie Parker Quintet,New York,18/02/1950,"Red Rodney (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
14,86,232096,Just Friends,(Klemner) ,Charlie Parker Quintet,New York,June/July 1950,"Kenny Dorham (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
15,86,232096,April In Paris,(Raye-DePaul) ,Charlie Parker Quintet,New York,June/July 1950,"Kenny Dorham (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
16,86,232096,Just Friends,(Klemner) ,Charlie Parker Quintet,New York,June/July 1950,"Kenny Dorham (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
17,86,232096,April In Paris,(Raye-DePaul) ,Charlie Parker Quintet,New York,June/July 1950,"Kenny Dorham (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
18,86,232096,Ballad Medley: Bewitched -  Summertime,(Rodgers-Hart) (Gershwin-Heyman),Charlie Parker Quintet,New York,June/July 1950,"Kenny Dorham (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
19,86,232096,Ballad Medley: I Cover The Waterfront - Gone With The Wind - Easy To Love/ 52nd Street Theme,(Heyman-Green)(Wrubel-Magidson)(Porter/Monk)  ,Charlie Parker Quintet,New York,June/July 1950,"Kenny Dorham (t), Charlie Parker (as), Al Haig (p), Tommy Potter (sb), Roy Haynes (d).",
,,,,,,,,,
,,,,,,,,,
CD 87,,,Charlie Parker Live Vol. 2 (1950 & 52),,,,,,
1,87,232096,Lover Come Back To Me,(Romberg-Hammersetin II),Charlie Parker,New York,May/July 1950,"Charlie Parker (as), Tony Scott (cl), Brew Moore (ts), Dick Hyman (p), Mundell Lowe (g), Leonard Gaskin (sb), Ed Shaughnessy (d).",
2,87,232096,52nd Street Theme,(Monk) ,Charlie Parker,New York,May/July 1950,"Charlie Parker (as), Tony Scott (cl), Brew Moore (ts), Dick Hyman (p), Mundell Lowe (g), Leonard Gaskin (sb), Ed Shaughnessy (d).",
3,87,232096,The Squirrel,(Dameron),Bird And Chet,"Los Angeles, Inglewood",16/06/1952,"Chet Baker (t), Charlie Parker (as), Sonny Criss (as), Al Haig (p), Harry Babasin (sb), Lawrence Marable or unknown (d).",
4,87,232096,Irresistible You,(DePaul-Raye) ,Bird And Chet,"Los Angeles, Inglewood",16/06/1952,"Chet Baker (t), Charlie Parker (as), Sonny Criss (as), Al Haig (p), Harry Babasin (sb), Lawrence Marable or unknown (d).",
5,87,232096,Indiana / changes of: Donna Lee,(Hanley-McDonald/Parker)  ,Bird And Chet,"Los Angeles, Inglewood",16/06/1952,"Chet Baker (t), Charlie Parker (as), Sonny Criss (as), Al Haig (p), Russ Freeman (p), Harry Babasin (sb), Lawrence Marable or unknown (d).",
6,87,232096,Liza,(Gershwin-Gershwin) ,Bird And Chet,"Los Angeles, Inglewood",16/06/1952,"Chet Baker (t), Charlie Parker (as), Sonny Criss (as), Al Haig (p), Harry Babasin (sb), Lawrence Marable or unknown (d).",
,,,,,,,,,
,,,,,,,,,
CD 88,,,Charlie Parker Live Vol. 3 (1952-53),,,,,,
1,88,232096,Ornithology,(Harris-Parker) ,Charlie Parker Quartet,New York,20/09/1952,"Charlie Parker (as), Duke Jordan (p), Charles Mingus (sb), Phil Brown (d).",
2,88,232096,52nd Street Theme,(Monk),Charlie Parker Quartet,New York,20/09/1952,"Charlie Parker (as), Duke Jordan (p), Charles Mingus (sb), Phil Brown (d).",
3,88,232096,How High The Moon,(Hamilton-Lewis) ,Charlie Parker With The Milt Jackson Quartet,New York,01/11/1952,"Charlie Parker (as), Milt Jackson (vib), John Lewis (p), Percy Heath (sb), Kenny Clarke (d).",
4,88,232096,Embraceable You,(Gershwin-Gershwin),Charlie Parker With The Milt Jackson Quartet,New York,01/11/1952,"Charlie Parker (as), Milt Jackson (vib), John Lewis (p), Percy Heath (sb), Kenny Clarke (d).",
